,solddate,price,beds,baths,sqft,sqftlot,href
"Image for 2 Whittier Hills Rd, North Salem, NY 10560 is not found","Sold - Apr 20, 2022","$575,000",3bed,3.5bath,"2,250sqft",1.62acre lot,/realestateandhomes-detail/2-Whittier-Hills-Rd_North-Salem_NY_10560_M40388-11112
"Image for 62 Ridgecrest Dr, Ridgefield, CT 06877 is not found","Sold - Apr 20, 2022","$520,000",3bed,2bath,"1,378sqft",1.19acre lot,/realestateandhomes-detail/62-Ridgecrest-Dr_Ridgefield_CT_06877_M34542-53930
"Image for 112 Aspen Ln, Trumbull, CT 06611 is not found","Sold - Apr 20, 2022","$700,000",4bed,2.5bath,"3,196sqft",1acre lot,/realestateandhomes-detail/112-Aspen-Ln_Trumbull_CT_06611_M41154-45695
"Image for 264 Umpawaug Rd, Redding, CT 06896 is not found","Sold - Apr 20, 2022","$725,000",4bed,3.5bath,"3,940sqft",2.81acre lot,/realestateandhomes-detail/264-Umpawaug-Rd_Redding_CT_06896_M42942-01954
"Image for 2557 Carmel Ave, Brewster, NY 10509 is not found","Sold - Apr 19, 2022","$263,750",2bed,1bath,990sqft,4.09acre lot,/realestateandhomes-detail/2557-Carmel-Ave_Brewster_NY_10509_M45489-27540
"Image for 96 Charter Oak Dr, Wilton, CT 06897 is not found","Sold - Apr 19, 2022","$700,000",4bed,3bath,"1,960sqft",2.17acre lot,/realestateandhomes-detail/96-Charter-Oak-Dr_Wilton_CT_06897_M30441-64794
,"Sold - Apr 19, 2022","$387,000",3bed,2.5bath,"1,944sqft",1acre lot,/realestateandhomes-detail/40-E-Maiden-Ln_Monroe_CT_06468_M49057-56093
,"Sold - Apr 18, 2022","$625,000",5bed,3.5bath,"3,292sqft",1.6acre lot,/realestateandhomes-detail/45-Varna-Ln_Mahopac_NY_10541_M38031-43829
,"Sold - Apr 18, 2022","$741,000",4bed,3bath,"2,136sqft",1.27acre lot,/realestateandhomes-detail/41-Woodchuck-Ln_Ridgefield_CT_06877_M37860-26136
"Image for 137 Peaceable Hill Rd, Brewster, NY 10509 is not found","Sold - Apr 18, 2022","$530,000",5bed,2bath,"2,068sqft",1.08acre lot,/realestateandhomes-detail/137-Peaceable-Hill-Rd_Brewster_NY_10509_M40902-21054
"Image for 6 Blackberry Ln, Norwalk, CT 06850 is not found","Sold - Apr 18, 2022","$642,000",3bed,2bath,"1,700sqft",1acre lot,/realestateandhomes-detail/6-Blackberry-Ln_Norwalk_CT_06850_M49795-05210
"Image for 12 Fairfield Ct, Ridgefield, CT 06877 is not found","Sold - Apr 18, 2022","$625,000",3bed,2bath,"1,526sqft",1.05acre lot,/realestateandhomes-detail/12-Fairfield-Ct_Ridgefield_CT_06877_M44780-58019
"Image for 72 Orchard Dr, Redding, CT 06896 is not found","Sold - Apr 18, 2022","$739,000",4bed,2.5bath,"2,055sqft",2.08acre lot,/realestateandhomes-detail/72-Orchard-Dr_Redding_CT_06896_M33553-09704
"Image for 8 Beauiles Ln, Redding, CT 06896 is not found","Sold - Apr 18, 2022","$525,000",5bed,3.5bath,"2,447sqft",2.4acre lot,/realestateandhomes-detail/8-Beauiles-Ln_Redding_CT_06896_M32294-25350
"Image for 38 Cross Hwy, Redding, CT 06896 is not found","Sold - Apr 18, 2022","$740,000",3bed,2.5bath,"2,471sqft",1acre lot,/realestateandhomes-detail/38-Cross-Hwy_Redding_CT_06896_M33894-82573
"Image for 44 Sleepy Hollow Dr, Monroe, CT 06468 is not found","Sold - Apr 18, 2022","$702,000",4bed,2.5bath,"2,559sqft",1.1acre lot,/realestateandhomes-detail/44-Sleepy-Hollow-Dr_Monroe_CT_06468_M49563-25977
"Image for 80 Orchard Hill Rd, Carmel, NY 10512 is not found","Sold - Apr 18, 2022","$640,000",4bed,2.5bath,"3,061sqft",3.82acre lot,/realestateandhomes-detail/80-Orchard-Hill-Rd_Carmel_NY_10512_M39418-84933
"Image for 30 Hillsboro Rd, Trumbull, CT 06611 is not found","Sold - Apr 14, 2022","$325,000",3bed,1.5bath,"1,619sqft",1.02acre lot,/realestateandhomes-detail/30-Hillsboro-Rd_Trumbull_CT_06611_M33058-64096
"Image for 5 Live Oak Rd, Norwalk, CT 06851 is not found","Sold - Apr 14, 2022","$675,000",4bed,2.5bath,"2,180sqft",1acre lot,/realestateandhomes-detail/5-Live-Oak-Rd_Norwalk_CT_06851_M36191-78287
"Image for 15 Half Mile Cmn, Westport, CT 06880 is not found","Sold - Apr 14, 2022","$635,000",3bed,2bath,"1,176sqft",1.01acre lot,/realestateandhomes-detail/15-Half-Mile-Cmn_Westport_CT_06880_M42180-38835
"Image for 69 Old Dike Rd, Trumbull, CT 06611 is not found","Sold - Apr 13, 2022","$500,000",5bed,3bath,"2,373sqft",1.04acre lot,/realestateandhomes-detail/69-Old-Dike-Rd_Trumbull_CT_06611_M37908-59092
"Image for 37 Ferndale Dr, Easton, CT 06612 is not found","Sold - Apr 13, 2022","$675,000",4bed,3.5bath,"2,052sqft",1.05acre lot,/realestateandhomes-detail/37-Ferndale-Dr_Easton_CT_06612_M37912-17657
"Image for 44 Emily Ln, Mahopac, NY 10541 is not found","Sold - Apr 13, 2022","$552,500",4bed,2.5bath,"2,575sqft",1.86acre lot,/realestateandhomes-detail/44-Emily-Ln_Mahopac_NY_10541_M42999-36109
"Image for 90 Prospect Hill Rd, Brewster, NY 10509 is not found","Sold - Apr 13, 2022","$650,000",4bed,2bath,"2,303sqft",1.09acre lot,/realestateandhomes-detail/90-Prospect-Hill-Rd_Brewster_NY_10509_M95756-03043
"Image for 50 Seventy Acre Rd, Redding, CT 06896 is not found","Sold - Apr 13, 2022","$650,000",3bed,3.5bath,"1,510sqft",1.85acre lot,/realestateandhomes-detail/50-Seventy-Acre-Rd_Redding_CT_06896_M34933-97508
"Image for 36 Arden Dr, Garrison, NY 10524 is not found","Sold - Apr 12, 2022","$300,000",2bed,1bath,824sqft,1.05acre lot,/realestateandhomes-detail/36-Arden-Dr_Garrison_NY_10524_M48689-90199
"Image for 19 Phyllis Ln, Newtown, CT 06470 is not found","Sold - Apr 12, 2022","$540,000",4bed,2.5bath,"1,932sqft",2.07acre lot,/realestateandhomes-detail/19-Phyllis-Ln_Newtown_CT_06470_M37835-81288
"Image for 16 College Park Dr, Danbury, CT 06811 is not found","Sold - Apr 11, 2022","$330,000",3bed,2bath,"2,252sqft",1.24acre lot,/realestateandhomes-detail/16-College-Park-Dr_Danbury_CT_06811_M49377-61056
"Image for 176 Meadows End Rd, Monroe, CT 06468 is not found","Sold - Apr 11, 2022","$780,000",4bed,2.5bath,"3,148sqft",1.75acre lot,/realestateandhomes-detail/176-Meadows-End-Rd_Monroe_CT_06468_M43506-31242
"Image for 33 Rock Ridge Rd, Newtown, CT 06470 is not found","Sold - Apr 11, 2022","$585,000",4bed,2.5bath,"2,208sqft",2.05acre lot,/realestateandhomes-detail/33-Rock-Ridge-Rd_Newtown_CT_06470_M43030-57154
"Image for 50 Lorraine Dr, Monroe, CT 06468 is not found","Sold - Apr 11, 2022","$475,500",3bed,1.5bath,"1,296sqft",1.3acre lot,/realestateandhomes-detail/50-Lorraine-Dr_Monroe_CT_06468_M45644-63219
"Image for 31 Cooper Hill Rd, Ridgefield, CT 06877 is not found","Sold - Apr 8, 2022","$725,950",4bed,2.5bath,"2,403sqft",1.24acre lot,/realestateandhomes-detail/31-Cooper-Hill-Rd_Ridgefield_CT_06877_M42975-01197
"Image for 111 Park View Rd N, Pound Ridge, NY 10576 is not found","Sold - Apr 8, 2022","$572,000",3bed,2bath,"2,162sqft",2.13acre lot,/realestateandhomes-detail/111-Park-View-Rd-N_Pound-Ridge_NY_10576_M46224-49484
"Image for 27 Trinity Pass Rd, Pound Ridge, NY 10576 is not found","Sold - Apr 8, 2022","$555,000",4bed,3bath,"3,062sqft",2.48acre lot,/realestateandhomes-detail/27-Trinity-Pass-Rd_Pound-Ridge_NY_10576_M45320-98466
"Image for 46 Kirk Lake Dr, Mahopac, NY 10541 is not found","Sold - Apr 8, 2022","$544,000",4bed,2.5bath,"2,936sqft",3.78acre lot,/realestateandhomes-detail/46-Kirk-Lake-Dr_Mahopac_NY_10541_M44087-89927
"Image for 1 Fabbri Ct, Mahopac, NY 10541 is not found","Sold - Apr 7, 2022","$800,000",3bed,3.5bath,"2,966sqft",1.38acre lot,/realestateandhomes-detail/1-Fabbri-Ct_Mahopac_NY_10541_M36088-27832
"Image for 4917 Madison Ave, Trumbull, CT 06611 is not found","Sold - Apr 7, 2022","$370,000",3bed,2.5bath,"1,460sqft",1acre lot,/realestateandhomes-detail/4917-Madison-Ave_Trumbull_CT_06611_M44785-19304
"Image for 74 Columbine Dr, Trumbull, CT 06611 is not found","Sold - Apr 7, 2022","$375,000",5bed,2bath,"2,496sqft",1.14acre lot,/realestateandhomes-detail/74-Columbine-Dr_Trumbull_CT_06611_M49965-85790
"Image for 88 Breckenridge Rd, Mahopac, NY 10541 is not found","Sold - Apr 6, 2022","$530,000",4bed,2bath,"2,768sqft",1.12acre lot,/realestateandhomes-detail/88-Breckenridge-Rd_Mahopac_NY_10541_M31321-21896
"Image for 9 Cross Hill Rd, Bethel, CT 06801 is not found","Sold - Apr 6, 2022","$540,000",4bed,4bath,"3,006sqft",1.12acre lot,/realestateandhomes-detail/9-Cross-Hill-Rd_Bethel_CT_06801_M32327-84177
"Image for 39 Morningside Dr, Ossining, NY 10562 is not found","Sold - Apr 6, 2022","$500,000",3bed,2bath,"1,104sqft",2.63acre lot,/realestateandhomes-detail/39-Morningside-Dr_Ossining_NY_10562_M39787-44190
"Image for 6 Great Pond Ln, Redding, CT 06896 is not found","Sold - Apr 6, 2022","$526,000",4bed,2bath,916sqft,2.68acre lot,/realestateandhomes-detail/6-Great-Pond-Ln_Redding_CT_06896_M39188-30582
"Image for 863 Danbury Rd, Wilton, CT 06897 is not found","Sold - Apr 5, 2022","$650,000",3bed,2bath,"1,454sqft",1acre lot,/realestateandhomes-detail/863-Danbury-Rd_Wilton_CT_06897_M42879-10734
"Image for 31 Stadley Rough Rd, Danbury, CT 06811 is not found","Sold - Apr 4, 2022","$650,000",4bed,2.5bath,"2,616sqft",1.02acre lot,/realestateandhomes-detail/31-Stadley-Rough-Rd_Danbury_CT_06811_M43824-24165
"Image for 99 Starrs Plain Rd, Danbury, CT 06810 is not found","Sold - Apr 4, 2022","$799,000",4bed,3.5bath,"2,976sqft",2.51acre lot,/realestateandhomes-detail/99-Starrs-Plain-Rd_Danbury_CT_06810_M35560-03252
"Image for 4601 Black Rock Tpke, Fairfield, CT 06824 is not found","Sold - Apr 4, 2022","$729,000",4bed,1.5bath,"2,022sqft",1.9acre lot,/realestateandhomes-detail/4601-Black-Rock-Tpke_Fairfield_CT_06824_M41514-78896
"Image for 5 Sunset Rdg, Danbury, CT 06811 is not found","Sold - Apr 4, 2022","$452,000",3bed,1.5bath,"1,044sqft",1acre lot,/realestateandhomes-detail/5-Sunset-Rdg_Danbury_CT_06811_M39453-95085
"Image for 3 Red Oak Ln, Norwalk, CT 06850 is not found","Sold - Apr 4, 2022","$665,000",3bed,2bath,"1,266sqft",1.01acre lot,/realestateandhomes-detail/3-Red-Oak-Ln_Norwalk_CT_06850_M38116-39210
,"Sold - Apr 4, 2022","$660,000",2bed,2bath,"1,578sqft",1.76acre lot,/realestateandhomes-detail/158-Journeys-End-Rd_New-Canaan_CT_06840_M45529-85309
,"Sold - Apr 4, 2022","$320,000",3bed,1bath,"1,464sqft",1acre lot,/realestateandhomes-detail/33-Tulip-Rd_Brewster_NY_10509_M48693-77379
,"Sold - Apr 4, 2022","$690,000",4bed,2.5bath,"1,960sqft",2.05acre lot,/realestateandhomes-detail/60-Langstroth-Dr_Ridgefield_CT_06877_M37807-26332
"Image for 42 Round Lake Rd, Ridgefield, CT 06877 is not found","Sold - Apr 4, 2022","$650,000",3bed,2bath,"1,924sqft",1.03acre lot,/realestateandhomes-detail/42-Round-Lake-Rd_Ridgefield_CT_06877_M33044-30320
"Image for 178 Hollydale Rd, Fairfield, CT 06824 is not found","Sold - Apr 4, 2022","$735,000",4bed,2.5bath,"2,244sqft",1acre lot,/realestateandhomes-detail/178-Hollydale-Rd_Fairfield_CT_06824_M34861-58652
"Image for 8 Blue Jay Dr, Trumbull, CT 06611 is not found","Sold - Apr 1, 2022","$675,000",3bed,2.5bath,"3,659sqft",1.08acre lot,/realestateandhomes-detail/8-Blue-Jay-Dr_Trumbull_CT_06611_M39774-07753
"Image for 90 Cherry Hill Rd, Carmel, NY 10512 is not found","Sold - Mar 31, 2022","$500,000",3bed,3bath,"1,878sqft",1.27acre lot,/realestateandhomes-detail/90-Cherry-Hill-Rd_Carmel_NY_10512_M43253-02843
"Image for 34 Dutch Hill Dr, Carmel, NY 10512 is not found","Sold - Mar 31, 2022","$725,000",5bed,3.5bath,"3,404sqft",1.04acre lot,/realestateandhomes-detail/34-Dutch-Hill-Dr_Carmel_NY_10512_M49659-74371
"Image for 535 W Hill Rd, Stamford, CT 06902 is not found","Sold - Mar 31, 2022","$680,000",3bed,2bath,"1,910sqft",1acre lot,/realestateandhomes-detail/535-W-Hill-Rd_Stamford_CT_06902_M39577-65452
"Image for 22 Mill View Ter, Ridgefield, CT 06877 is not found","Sold - Mar 30, 2022","$762,000",5bed,3.5bath,"2,118sqft",1.19acre lot,/realestateandhomes-detail/22-Mill-View-Ter_Ridgefield_CT_06877_M44598-17120
"Image for 131 Pinesbridge Rd, Katonah, NY 10536 is not found","Sold - Mar 30, 2022","$725,000",3bed,2bath,"2,181sqft",1.77acre lot,/realestateandhomes-detail/131-Pinesbridge-Rd_Katonah_NY_10536_M32007-13363
"Image for 298 Chestnut Hill Rd, Stamford, CT 06903 is not found","Sold - Mar 30, 2022","$775,000",3bed,2.5bath,"3,099sqft",1.22acre lot,/realestateandhomes-detail/298-Chestnut-Hill-Rd_Stamford_CT_06903_M45104-56645
"Image for 17 Deacon Abbott Rd, Redding, CT 06896 is not found","Sold - Mar 30, 2022","$425,000",4bed,1.5bath,"1,820sqft",2.75acre lot,/realestateandhomes-detail/17-Deacon-Abbott-Rd_Redding_CT_06896_M48976-35266
"Image for 23 Wooster St, Bethel, CT 06801 is not found","Sold - Mar 29, 2022","$425,000",6bed,2bath,"2,421sqft",1.11acre lot,/realestateandhomes-detail/23-Wooster-St_Bethel_CT_06801_M36178-72940
"Image for 207 Elm St, Monroe, CT 06468 is not found","Sold - Mar 28, 2022","$600,000",4bed,3bath,"2,850sqft",2.24acre lot,/realestateandhomes-detail/207-Elm-St_Monroe_CT_06468_M49912-44165
"Image for 83 Castle Hill Rd, Newtown, CT 06470 is not found","Sold - Mar 28, 2022","$485,000",4bed,2.5bath,"1,220sqft",3.84acre lot,/realestateandhomes-detail/83-Castle-Hill-Rd_Newtown_CT_06470_M32358-46465
"Image for 29 Pine Mountain Rd, Redding, CT 06896 is not found","Sold - Mar 28, 2022","$510,000",3bed,2bath,"1,266sqft",2.31acre lot,/realestateandhomes-detail/29-Pine-Mountain-Rd_Redding_CT_06896_M41829-82711
"Image for 107 Harvester Rd, Monroe, CT 06468 is not found","Sold - Mar 28, 2022","$531,000",3bed,1.5bath,"1,904sqft",1.02acre lot,/realestateandhomes-detail/107-Harvester-Rd_Monroe_CT_06468_M40528-09869
"Image for 177 Porters Hill Rd, Trumbull, CT 06611 is not found","Sold - Mar 25, 2022","$533,000",3bed,1.5bath,"2,106sqft",1.53acre lot,/realestateandhomes-detail/177-Porters-Hill-Rd_Trumbull_CT_06611_M36251-21426
"Image for 153 Fillow St, Norwalk, CT 06850 is not found","Sold - Mar 23, 2022","$775,750",4bed,3bath,"1,964sqft",1acre lot,/realestateandhomes-detail/153-Fillow-St_Norwalk_CT_06850_M44031-67814
"Image for 372 Olmstead Hill Rd, Wilton, CT 06897 is not found","Sold - Mar 22, 2022","$570,000",2bed,2bath,"1,032sqft",1acre lot,/realestateandhomes-detail/372-Olmstead-Hill-Rd_Wilton_CT_06897_M33489-31970
"Image for 175 Cascade Rd, Stamford, CT 06903 is not found","Sold - Mar 22, 2022","$430,000",2bed,2bath,"1,610sqft",1.51acre lot,/realestateandhomes-detail/175-Cascade-Rd_Stamford_CT_06903_M49636-85038
"Image for 29 Spruce Hill Rd, Weston, CT 06883 is not found","Sold - Mar 22, 2022","$465,000",3bed,2bath,"1,512sqft",1.54acre lot,/realestateandhomes-detail/29-Spruce-Hill-Rd_Weston_CT_06883_M31559-80475
"Image for 169 Gage Rd, Brewster, NY 10509 is not found","Sold - Mar 21, 2022","$650,000",2bed,2bath,"3,255sqft",3.66acre lot,/realestateandhomes-detail/169-Gage-Rd_Brewster_NY_10509_M32077-26270
"Image for 329 Nash Rd, North Salem, NY 10560 is not found","Sold - Mar 21, 2022","$450,000",3bed,2bath,"2,388sqft",2.03acre lot,/realestateandhomes-detail/329-Nash-Rd_North-Salem_NY_10560_M41745-98760
"Image for 204 Long Ridge Rd, Danbury, CT 06810 is not found","Sold - Mar 21, 2022","$728,000",4bed,3bath,"4,298sqft",1.36acre lot,/realestateandhomes-detail/204-Long-Ridge-Rd_Danbury_CT_06810_M44936-77341
"Image for 75 Tulip Rd, Brewster, NY 10509 is not found","Sold - Mar 21, 2022","$475,075",3bed,2.5bath,"2,166sqft",2acre lot,/realestateandhomes-detail/75-Tulip-Rd_Brewster_NY_10509_M48666-56966
"Image for 223 Godfrey Rd E, Weston, CT 06883 is not found","Sold - Mar 21, 2022","$575,000",4bed,3.5bath,"2,722sqft",2.01acre lot,/realestateandhomes-detail/223-Godfrey-Rd-E_Weston_CT_06883_M43461-42881
"Image for 83 Hurd Rd, Trumbull, CT 06611 is not found","Sold - Mar 21, 2022","$485,000",3bed,2.5bath,"1,888sqft",1.03acre lot,/realestateandhomes-detail/83-Hurd-Rd_Trumbull_CT_06611_M35196-58808
"Image for 19 Beaver Brook Rd, Ridgefield, CT 06877 is not found","Sold - Mar 18, 2022","$725,000",5bed,2.5bath,"3,440sqft",2.26acre lot,/realestateandhomes-detail/19-Beaver-Brook-Rd_Ridgefield_CT_06877_M44745-92287
"Image for 83 Forest Ln, Wilton, CT 06897 is not found","Sold - Mar 18, 2022","$550,000",2bed,1bath,910sqft,1.02acre lot,/realestateandhomes-detail/83-Forest-Ln_Wilton_CT_06897_M46282-97852
"Image for 144 Nashville Rd, Bethel, CT 06801 is not found","Sold - Mar 18, 2022","$725,000",4bed,2.5bath,"2,950sqft",2acre lot,/realestateandhomes-detail/144-Nashville-Rd_Bethel_CT_06801_M47970-11260
"Image for 4 Little Fox Ln, Norwalk, CT 06850 is not found","Sold - Mar 18, 2022","$800,000",4bed,4bath,"2,706sqft",1acre lot,/realestateandhomes-detail/4-Little-Fox-Ln_Norwalk_CT_06850_M43727-15241
"Image for 96 Surrey Rd, Stamford, CT 06903 is not found","Sold - Mar 17, 2022","$468,750",4bed,3bath,"2,211sqft",1.03acre lot,/realestateandhomes-detail/96-Surrey-Rd_Stamford_CT_06903_M41617-10583
"Image for 111 Shelton Rd, Trumbull, CT 06611 is not found","Sold - Mar 17, 2022","$500,512",3bed,2bath,"1,992sqft",2.1acre lot,/realestateandhomes-detail/111-Shelton-Rd_Trumbull_CT_06611_M43593-14023
"Image for 105 Old Dike Rd, Trumbull, CT 06611 is not found","Sold - Mar 16, 2022","$725,000",3bed,1bath,"1,216sqft",1.08acre lot,/realestateandhomes-detail/105-Old-Dike-Rd_Trumbull_CT_06611_M49189-69055
"Image for 18 Side Hill Ln, Danbury, CT 06810 is not found","Sold - Mar 16, 2022","$439,900",3bed,1.5bath,"1,056sqft",1.03acre lot,/realestateandhomes-detail/18-Side-Hill-Ln_Danbury_CT_06810_M37056-89171
"Image for 4 Westwood Ter, Newtown, CT 06470 is not found","Sold - Mar 16, 2022","$600,000",4bed,3bath,"3,397sqft",2.5acre lot,/realestateandhomes-detail/4-Westwood-Ter_Newtown_CT_06470_M42683-62562
"Image for 125 Codfish Hill Rd, Bethel, CT 06801 is not found","Sold - Mar 15, 2022","$625,000",3bed,3.5bath,"2,566sqft",1.99acre lot,/realestateandhomes-detail/125-Codfish-Hill-Rd_Bethel_CT_06801_M42421-52009
"Image for 186 High Ridge Rd, Pound Ridge, NY 10576 is not found","Sold - Mar 15, 2022","$800,000",4bed,2.5bath,"1,824sqft",2.84acre lot,/realestateandhomes-detail/186-High-Ridge-Rd_Pound-Ridge_NY_10576_M45428-31760
"Image for 7 Shamrock Ln, Newtown, CT 06470 is not found","Sold - Mar 14, 2022","$300,000",5bed,2.5bath,"2,363sqft",1.84acre lot,/realestateandhomes-detail/7-Shamrock-Ln_Newtown_CT_06470_M39515-01625
"Image for 26 Pettit Ln, Pound Ridge, NY 10576 is not found","Sold - Mar 14, 2022","$387,500",3bed,2.5bath,"2,305sqft",2.03acre lot,/realestateandhomes-detail/26-Pettit-Ln_Pound-Ridge_NY_10576_M47056-73780
,"Sold - Mar 14, 2022","$382,000",4bed,2bath,"1,382sqft",2acre lot,/realestateandhomes-detail/9-Howes-Ln_Redding_CT_06896_M31846-68953
,"Sold - Mar 14, 2022","$560,000",3bed,3.5bath,"2,582sqft",2.01acre lot,/realestateandhomes-detail/26-Codfish-Ln_Weston_CT_06883_M34936-84446
,"Sold - Mar 11, 2022","$579,000",4bed,1.5bath,"1,928sqft",4.99acre lot,/realestateandhomes-detail/131-Ridgebury-Rd_Ridgefield_CT_06877_M36758-97235
"Image for 41 Mulberry St, Ridgefield, CT 06877 is not found","Sold - Mar 11, 2022","$785,000",4bed,2.5bath,"2,153sqft",1.36acre lot,/realestateandhomes-detail/41-Mulberry-St_Ridgefield_CT_06877_M43305-78832
"Image for 11 Highview Dr, Ridgefield, CT 06877 is not found","Sold - Mar 11, 2022","$745,000",3bed,2.5bath,"2,340sqft",1.01acre lot,/realestateandhomes-detail/11-Highview-Dr_Ridgefield_CT_06877_M33130-90540
"Image for 9 Salisbury Rd, Darien, CT 06820 is not found","Sold - Mar 10, 2022","$375,000",4bed,2.5bath,"3,140sqft",1.18acre lot,/realestateandhomes-detail/9-Salisbury-Rd_Darien_CT_06820_M36115-18134
"Image for 7 Hunting Ridge Rd, Newtown, CT 06470 is not found","Sold - Mar 9, 2022","$625,000",6bed,3bath,"2,844sqft",14.48acre lot,/realestateandhomes-detail/7-Hunting-Ridge-Rd_Newtown_CT_06470_M47051-93939
"Image for 2 Dawn Ln, Ridgefield, CT 06877 is not found","Sold - Mar 9, 2022","$795,000",4bed,2bath,"2,250sqft",1.03acre lot,/realestateandhomes-detail/2-Dawn-Ln_Ridgefield_CT_06877_M42005-34970
"Image for 804 Riverbank Rd, Stamford, CT 06903 is not found","Sold - Mar 9, 2022","$800,000",4bed,3.5bath,"4,094sqft",2acre lot,/realestateandhomes-detail/804-Riverbank-Rd_Stamford_CT_06903_M45817-98180
"Image for 50 Forest Rd, Monroe, CT 06468 is not found","Sold - Mar 9, 2022","$408,000",4bed,2bath,"2,120sqft",1.09acre lot,/realestateandhomes-detail/50-Forest-Rd_Monroe_CT_06468_M41384-01699
"Image for 211 Guinea Rd, Monroe, CT 06468 is not found","Sold - Mar 9, 2022","$470,000",3bed,2bath,"1,456sqft",2acre lot,/realestateandhomes-detail/211-Guinea-Rd_Monroe_CT_06468_M48900-67131
"Image for 670 Booth Hill Rd, Trumbull, CT 06611 is not found","Sold - Mar 8, 2022","$615,000",3bed,2.5bath,"1,688sqft",1.23acre lot,/realestateandhomes-detail/670-Booth-Hill-Rd_Trumbull_CT_06611_M32147-00228
"Image for 203 Farmingville Rd, Ridgefield, CT 06877 is not found","Sold - Mar 7, 2022","$439,000",5bed,2bath,"2,044sqft",1.02acre lot,/realestateandhomes-detail/203-Farmingville-Rd_Ridgefield_CT_06877_M33800-05652
"Image for 5 Topledge Rd, Redding, CT 06896 is not found","Sold - Mar 7, 2022","$605,000",3bed,3bath,"2,576sqft",2.22acre lot,/realestateandhomes-detail/5-Topledge-Rd_Redding_CT_06896_M33342-91713
"Image for 90 Marsh Rd, Easton, CT 06612 is not found","Sold - Mar 7, 2022","$420,000",4bed,3.5bath,"2,611sqft",1.55acre lot,/realestateandhomes-detail/90-Marsh-Rd_Easton_CT_06612_M36459-40492
"Image for 16 Short Ln, Ridgefield, CT 06877 is not found","Sold - Mar 4, 2022","$505,000",3bed,1bath,"2,116sqft",1.08acre lot,/realestateandhomes-detail/16-Short-Ln_Ridgefield_CT_06877_M34157-80957
"Image for 24 Irma Rd, Putnam Valley, NY 10579 is not found","Sold - Mar 3, 2022","$640,000",3bed,3.5bath,"3,124sqft",1.11acre lot,/realestateandhomes-detail/24-Irma-Rd_Putnam-Valley_NY_10579_M37435-47363
"Image for 1145 Riverbank Rd, Stamford, CT 06903 is not found","Sold - Mar 3, 2022","$790,000",4bed,2.5bath,"2,776sqft",2.04acre lot,/realestateandhomes-detail/1145-Riverbank-Rd_Stamford_CT_06903_M48047-86024
"Image for 117 Butternut Ln, Stamford, CT 06903 is not found","Sold - Mar 3, 2022","$770,000",5bed,3.5bath,"3,790sqft",1.13acre lot,/realestateandhomes-detail/117-Butternut-Ln_Stamford_CT_06903_M48047-45793
"Image for 8 Old Gate Ln, Newtown, CT 06470 is not found","Sold - Mar 3, 2022","$500,000",3bed,2bath,"2,126sqft",1.16acre lot,/realestateandhomes-detail/8-Old-Gate-Ln_Newtown_CT_06470_M35248-46998
"Image for 1 Green Hill Rd, Norwalk, CT 06850 is not found","Sold - Mar 2, 2022","$645,000",3bed,2.5bath,"2,083sqft",1.18acre lot,/realestateandhomes-detail/1-Green-Hill-Rd_Norwalk_CT_06850_M45489-68627
"Image for 92 Bayberry Hill Rd, Ridgefield, CT 06877 is not found","Sold - Mar 1, 2022","$564,500",3bed,2bath,"1,698sqft",1acre lot,/realestateandhomes-detail/92-Bayberry-Hill-Rd_Ridgefield_CT_06877_M41993-68598
"Image for 50 Laurel Dr, Monroe, CT 06468 is not found","Sold - Mar 1, 2022","$525,000",4bed,2.5bath,"2,394sqft",2.05acre lot,/realestateandhomes-detail/50-Laurel-Dr_Monroe_CT_06468_M47684-08350
"Image for 255 Church Rd, Putnam Valley, NY 10579 is not found","Sold - Mar 1, 2022","$530,000",3bed,2.5bath,"2,288sqft",2.87acre lot,/realestateandhomes-detail/255-Church-Rd_Putnam-Valley_NY_10579_M36954-74298
"Image for 124 Redding Rd, Redding, CT 06896 is not found","Sold - Mar 1, 2022","$380,000",3bed,1bath,"1,312sqft",1.93acre lot,/realestateandhomes-detail/124-Redding-Rd_Redding_CT_06896_M33841-42171
"Image for 94 Valeview Rd, Wilton, CT 06897 is not found","Sold - Mar 1, 2022","$754,000",4bed,3.5bath,"2,330sqft",1.23acre lot,/realestateandhomes-detail/94-Valeview-Rd_Wilton_CT_06897_M41045-63796
"Image for 15 Pumphouse Rd, Brewster, NY 10509 is not found","Sold - Feb 28, 2022","$572,794",4bed,2.5bath,"2,049sqft",2.24acre lot,/realestateandhomes-detail/15-Pumphouse-Rd_Brewster_NY_10509_M36095-27662
"Image for 56 Wooster Hts, Danbury, CT 06810 is not found","Sold - Feb 28, 2022","$360,000",3bed,1.5bath,"2,002sqft",1acre lot,/realestateandhomes-detail/56-Wooster-Hts_Danbury_CT_06810_M46548-26832
"Image for 161 Pastors Walk, Monroe, CT 06468 is not found","Sold - Feb 28, 2022","$337,100",3bed,2bath,"1,894sqft",1.1acre lot,/realestateandhomes-detail/161-Pastors-Walk_Monroe_CT_06468_M34120-51213
"Image for 538 Croton Falls Rd, Carmel, NY 10512 is not found","Sold - Feb 28, 2022","$675,000",4bed,2.5bath,"2,455sqft",2acre lot,/realestateandhomes-detail/538-Croton-Falls-Rd_Carmel_NY_10512_M43330-54159
